,index,content
5487,5559,mera bhi laptop aa jaayega monday ko
5488,5560,haan yahi kar
5489,5561,chill bros
5490,5562,aur main bhag kar aata hun
5491,5563,aur so jaa jakar
5492,5564,ab chup reh
5493,5565,phatele condom se nikle hue napunsak
5494,5566,ab le saale
5495,5567,good night
5496,5568,thats fine
5497,5569,ok toh phir aajayega woh
5498,5570,ko pahuch jaayiyo
5499,5571,kal kuch khane wane ka bhi scene hai kya
5500,5572,mai apne ek dost ko bhi le aaunga
5501,5573,kal kitne baje aana hai
5502,5574,bhai aaryan
5503,5575,whatsapp group waale yahan par
5504,5576,drx chutiyape na karein
5505,5578,lets end this chapter here
5506,5579,i dont know
5507,5580,no one take you seriously
5508,5581,i am serious
5509,5582,i told but paise aa rahe toh kya problem hai
5510,5583,now this is business
5511,5584,at least by this business i will not have to beg money for the little get together that we have occasionally
5512,5585,bhai debjeet padh liya maine
5513,5586,euleroid kaun hai by the way
5514,5587,yeah i know but i am not of that much worth
5515,5588,or whatever that is
5517,5590,i think i am going to be rich now
5518,5591,i was tutoring my brother so i was not able to join
5519,5592,bois aaj shaam ko shell shockers khelna hai kya
5520,5594,chad iiitians
5521,5595,uske jo maje lete hai hum
5522,5596,humare hostel mein ek japanes teacher rehta hai
5523,5597,some part of our campus
5524,5598,tu bas campus ke peeche wali pahadi pe aajaiyo
5525,5599,utha kar le jaayenge
5526,5600,hostel ka gaurd sota rehta hai
5527,5601,koi kahi bhi jaa sakta hai
5528,5602,koi enclosure nhi hai
5529,5603,are pahad hai
5530,5604,i will give u a brand new aquagaurd water cooler and a samsung washing machine for free with the ac
5531,5605,college wale
5532,5606,ab telescope laayenge
5533,5607,look at the stars
5534,5608,dont look at tha
5535,5609,ye dslr se liya hai
5536,5610,kal humne stargazing ki thi hostel ke roof mein
5537,5611,is pic mein tereko dekhkar aisa kyu lag raha hai ki tereko bikini pehenne ki iccha hori hai
5538,5612,gay go away
5539,5613,bhery nice question
5540,5617,pura paani bhar gaya hai
5541,5618,nitk mein baad aagayi kahi pe
5542,5619,haan maine dekha
5543,5620,nicely said
5544,5621,aisa weather yaha roz hota hai
5545,5622,tera bhi jungle hai pancho
5546,5623,raja prajarudransh ko baat sunta hai
5547,5624,i be like mai raja hun bc
5548,5625,accha tere paas toh csd hai na
5549,5626,bc humare yaha toh german hai extra curricular
5550,5627,ye hota hai tumhare mein extra curricular
5551,5628,why the hell are they teaching u sclupturing
5552,5629,what if he is
5553,5630,but u are not the moderator
5554,5631,dharam parivartan karta hai bc
5555,5632,moderators kick him
5556,5633,autocorrect hai toh sus bhai
5557,5634,p and g are not close in the keyboard
5558,5635,direct transfer ho jaata hai mere college se tum germany mein
5559,5636,bas cgpa aachi ho jaye
5560,5637,mp germany jaaunga
5561,5638,yes i know
5562,5639,abhi na jaa raha
5563,5640,waha tak jaane ke liye bhi paise lagte hai
5564,5641,mereko bhi amrika jaana hai
5565,5642,merese jaada vella koi nhi tha
5566,5643,bc maine kabhi nhi dekha ise
5567,5644,college ke dosto ne suggest kiya
5568,5645,idhar udhar isko kahi nhi dekha maine
5569,5646,abe mai ghumta rehta tha pura din
5570,5647,tu humare saath hi tha kya
5571,5648,aur tu ye writing pad pe likhke kisko padha raha hai
5572,5649,i am disagreeing ur compliment
5573,5650,i mean unko samjha nhi jaa sakta
5574,5651,south people are very
5575,5652,nothing just typical south shit
5576,5653,but doesnt have a beach
5577,5654,campus tour
5578,5655,get married then
5579,5656,delete kar
5580,5657,i hope they are not for coding doubts
5581,5658,yaha toh nhi hai itni
5582,5659,itni ladkiya kaise hai be tere college mein
5583,5660,jab tak cse nhi milta
5584,5661,waha bhi nhi jaata
5585,5662,tu chup reh bhadwe
5586,5663,toh maine yeh keh diya
5587,5664,aur parents ne seekhaya hai ki ladkiyo ko gaali nhi
5588,5665,ab mai gaali deta toh tu chad jaata
5589,5666,usne gaali di
5590,5667,saale dekhiyo zara maine kya kiya hai
5591,5668,pvt jaaunga
5592,5669,chutiya hun kya mai
5593,5670,bilkul na aata
5594,5671,maine bas ek general statement kaha tha
5595,5672,vit se toh accha hai na
5596,5673,oye lamde tu chup reh
5597,5674,kam se kam iiit mein toh hun
5598,5675,kisi ko gaali nhi di
5599,5676,maine toh bas ek general sa joke maara tha
5600,5680,didi gaali nhi dete hai
5601,5681,ooh ameer log
5602,5682,maybe he is a death starer always
5603,5683,single peice mein btech complete karna hai bro tereko
5604,5684,best of luck bro
5605,5685,its important u know
5606,5686,it was a joke
5607,5687,no offense
5608,5689,it turned out to be something else
5609,5690,accha dono hi allahabd hai na
5610,5691,galat baat hai ye yaar
5611,5692,mera question toh tumlog ignore kardete ho yaar
5612,5693,use ne toh meri proj mein help kari thi
5613,5694,oye i know brahad
5614,5695,dhul hi nhi raha hai bc
5615,5696,saalo mere kaan mein permanent colour dall diya
5616,5697,then u enjoy by yourself
5617,5698,when nobody gives u a fuck
5618,5699,milwa de mereko usse
5619,5700,tuh roz meri shakal dekhta hai pata hai na tereko ye baat
5620,5701,toh rehne deta hun
5621,5702,lekin tum log chutiye mereko server se nikal doge
5622,5703,ek joke aa raha tha
5623,5704,yaar nhi yaar
5624,5705,abe ye heic mode mein kyu hua
5625,5706,here pandey is pura ded
5626,5707,here pandey dead
5627,5708,here pandey dying
5629,5710,i was thinking ki debjeet ki kaise maari jaaye
5630,5711,mai aaya hi nhi lul
5631,5712,global warming ho jaaye
5632,5713,tera college dub jaaye badh se
5633,5714,gend phat jaati hai ye sab dekhkar
5634,5715,ye sab cheeze na dikhaya kar
5635,5716,proceeds to join isis
5636,5717,wierd people do great things
5637,5718,koi nyi bimaari lag gayi hai kya tereko
5638,5719,coding ek aisi maya hai jo tum karte toh ho lekin tumko pata nhi hota ki tum kya kar rahe ho
5639,5720,what if we run in that too
5640,5721,it is not worth watching
5641,5722,koi device hai kya
5642,5723,abe kya hai ye
5643,5724,you are good to go with that
5644,5725,dont stress out
5645,5726,apply common sense bruuh
5646,5727,ye baad mein tha na
5647,5728,usse pehle mera ek bhi msg nahi hai is channel pe
5648,5729,his two fav things
5649,5730,ye meri wajah se nahi hua tha
5650,5731,isse pehle ki aaryan dekh le jaldi se delete kar deta hun
5651,5732,ye mere ek kolej ke dost ne banaya tha
5652,5733,aur ho hi nhi raha tha
5653,5734,i guess this is also an art
5654,5735,no bro i am not doing anything
5655,5736,maine padh liya na
5656,5737,bro pls delete
5657,5738,i am genuinely getting angry now
5658,5739,i cancel u
5659,5740,this is bad
5660,5741,aur koi shabd nhi mila
5661,5742,i said raat ko kaam aayega
5662,5743,where the fuck did i mention masturbatory fantasies
5663,5744,and also the dog
5664,5745,not the girl the city nightscape
5665,5746,no it is not
5666,5747,anime se sabko itna pyaar kyu hai
5667,5749,u dont have it bro
5668,5750,kya bakchodi hai ye
5669,5751,kya chutiyapa hai ye
5670,5752,ewwwwww c and lisphaskel aur woh karne wale log
5671,5753,aur haan linux se toh aacha hi hai
5672,5754,mere laptop ke saath aaya tha
5673,5755,kaunsa code editor use karta hai tu
5674,5756,ismein kya badi baat hai be
5675,5757,ye toh mai windows mein bhi kar lu
5676,5758,ye kya bakchodi hai
5677,5759,the girl is nice
5678,5760,hippie more like yippie
5679,5761,ye kaunsa game hai be
5680,5762,i dont want to learn real analysis
5681,5764,mine its the teacher
5682,5765,bsc is  unique
5683,5766,saala koi writing pad do be ise
5684,5767,this is what my c programming teacher draws with his mouse
5685,5768,drawn with a mouse
5687,5770,kya bol raha hai
5688,5771,i dont speak with my teachers
5689,5773,thats too short to be a year break
5690,5774,most probably
5691,5775,kab tak hai tu
5692,5776,neither me
5693,5777,ab mess pura north centric hai
5694,5778,bullshit going on
5695,5779,with virtual beach
5696,5780,avg nitian
5697,5781,chala ja pharak nhi padta
5698,5782,but we use
5699,5783,vedio lectures and all
5700,5784,as a digital library
5701,5785,our college use that too
5702,5786,national digitaal library
5703,5787,isiliye toh iit kgp ne ndl banaya hai
5704,5788,siri bhi chala jaayega
5705,5789,sad bhi shaayad chala jaayega
5706,5790,kyuki rudransh bhi jaa raha hai
5707,5791,lets have a meet
5708,5792,he can do anythin
5709,5793,he is vaidhya
5710,5794,yaha dhyaan mat de
5711,5795,tu goa mein maje kar
5712,5796,saath mein chalega
5713,5797,but maine soch bhaad mein jaaye
5714,5798,mera bhi aisa plan tha
5715,5799,thats correct
5716,5800,we indians are good at copying
5717,5801,originality also matters
5718,5802,thats why he remembers it
5719,5803,kiska murder
5720,5804,chutiya hun na mai isiliye
5721,5805,duniya ka sabse jaada depression wala profession jo chuna hai maine
5722,5806,kya pata kabhi coding karte karte jarurat pad jaye
5723,5807,mai toh apne pant ka naada hi bana lunga
5724,5808,i hope u got it
5725,5809,by using a rope tied to the ceiling fan
5726,5810,we are dead from inside
5727,5811,and all cse peeps
5728,5812,along with me
5729,5813,u are the best example
5730,5814,aaj pata chala mere college mein bhi saanp nikalte hai
5731,5815,institute of national importance mein yahi hota hai
5732,5816,with live cadavers in du
5733,5817,shi pakde hai
5734,5818,khud ki bezti
5735,5819,kuch productive karo life mein
5736,5820,ye bakchodi na karo
5737,5821,anyone wants to join me
5738,5822,me playing valo
5739,5823,beach hai toh
5740,5824,which u will enjoy online
5741,5825,ping mat karo bechare ko
5742,5826,rone do bechareko
5743,5827,valorant anyone
5744,5828,bhai woh peeche wala banda lag raha hai ki kha hi jaayega saanp ko
5745,5829,my college campus is just sufficient
5746,5830,tu kaise gaya nit surathkal mein
5747,5831,see i am genius
5748,5832,police without mask
5749,5833,kaha ka hai ye
5750,5834,i will protest outside iit kgp to demand entry in souros batch
5751,5835,i will implement that
5752,5836,noice idea
5753,5837,protest for entry
5754,5838,aur shaam ko train hai
5755,5839,jaldi batao
5756,5840,and this came up
5757,5841,i was just randomly scrolling through yt
5758,5842,remember this
5759,5843,lawda lassan pata nhi kya padha rahe hai
5760,5844,humara toh abhi cont diff
5761,5845,mc kya hai ye
5762,5846,kitne tak ka milta hai student discount
5763,5847,ds karliya hai
5764,5848,suggest something
5765,5849,aage hi nhi badhraha hai
5766,5850,but ek stagnant point sa aagaya hai
5767,5851,mereko cp mein aage badhna hai
5768,5852,uske alawa aur kuch
5769,5853,like cp dev or wot
5770,5854,what are u doing nowdays
5771,5855,baakiyo mein shaayad nhi milta hai
5772,5856,are haan airindia mein milta hai
5773,5857,kuch toh karna hota hai
5774,5858,mere dosto ne lagaya tha
5775,5859,baaki puri class fail ho gayi surprise quiz mein
5776,5860,but calc kisi ko aati hi nhi hai toh kya hi hoga humara
5777,5861,baaki subjects ka grp study se ho jaata hai
5778,5862,calc ne gaand maar rakhi hai
5779,5863,i am also definitely failing in maths this time
5780,5864,aawaz nhi jaari hai
5781,5865,pata nhi mic mein dikkat hai
5782,5866,ek toh ye binary multiplication aur div
5783,5867,no it is not
5784,5868,are yaar ye alu wagehra kya chod hai
5785,5869,aisa kuch toh nhi padhaya
5786,5870,kal tak ka date hai
5787,5871,plis help me with this assignment
5788,5872,some of my friends are going out for watching it in the theatres when it comes
5789,5873,unmute karo
5790,5874,blk mereko unmute karo be
5791,5875,more memesticker material
5792,5876,loda life milegi
5793,5877,btech karne aaye hai
5794,5878,itna bhi reality check nhi dena chahiye vro
5795,5879,aur kya chahiye
5797,5881,virtually i mean
5798,5882,yup also ab online ki wajah se saare companies aati hai
5799,5883,pichle saal se
5800,5884,online mein bhar bhar ke companies aa rhi hai
5801,5885,placement stats saare on campus ki hai kya
5802,5886,are matlab ki
5803,5887,on campus ya hybrid
5804,5888,ghar ki yaad toh mereko aa rhi hai bahut tagdi
5805,5889,college stats toh nhi hoga
5806,5890,matlab hai
5807,5891,ladki ka chakkar hai kya babu bhaiya
5808,5892,ticket bhi karali hai
5809,5893,bahut campus ghum liya mai
5810,5894,ghar wapis jaana hai mereko
5811,5895,depreshum toh mereko bhi hora hai
5812,5896,iit b ko hara diya
5813,5897,i saw iiitas stats
5814,5898,my new sticker coming wen
5816,5900,humko bhul gaya hai
5817,5901,dubey call nhi karta hai
5818,5902,why is the software fighting with itself
5819,5903,but kisiko samajh nhi aaya
5820,5904,our prof tried very hard
5821,5905,this one is nice
5822,5906,that was stupid
5823,5907,meri adv mein hi chudi thi
5824,5908,especially in adv
5825,5909,itni kharab thodi na aani chahiye thi
5826,5910,i mean aur jaada kharab aayi
5827,5912,haan dekho aur kam hogayi
5828,5913,itni kam thodi na aani chahiye
5829,5914,ye kolej ke profs ke slides hai kya
5830,5915,aaj pata chala ki aise kuch bhi hai mere laptop mein
5831,5916,apparantley ek app hai lenovo hotkeys ke naam se
5832,5917,ooh hogaya
5833,5918,lenovo vantage mein dekhna padega matlab
5834,5919,waise mere mechanical keyboard ka jugaad hogaya
5835,5920,ab jal gaya hai toh band nhi hora hai bc
5836,5921,isse backlight on hota hai
5837,5922,lenovo ideapad gaming
5838,5923,jabki stereotype hai ki iiit ke bacche bahut padhte hai ya sirf kaam hi kaam hota hai
5839,5924,ab manual kholkar dekhna padega ig
5840,5925,but we are in iiit
5841,5926,but the thing is that ki hum dono toh rehte hai na
5842,5927,no u not so active
5843,5928,considering the fact that we both are in iiit
5844,5929,its quite ironical that is grp mein bas hum dono ki active rehte hai
5845,5930,but ye light band nhi hori hai
5846,5931,haan hai toh
5847,5932,fn lock kaise disable karte hai
5848,5933,cmi is so cool
5849,5934,mai bas leke gaya aur unhone kerdiya
5850,5935,mereko nhi pata
5851,5936,kuch setting karke di seniors ne
5852,5937,hum apne hi south indian batchmates ki ragging le rahe hai
5853,5938,mai literally seniors ke room mein jaake chalake aaya
5854,5939,chalgaya valo
5855,5940,valo ki yaad aari hai
5856,5941,kuch jugaad batao
5857,5942,aur paid vpn ke paise nhi hai
5858,5943,bhai games nhi chalre yaar
5859,5944,halat of our campus
5860,5945,its still a iiit
5861,5946,utna paisa nhi hai kolej ke paas
5862,5947,ticket bhi kar li hai maine toh
5863,5948,kya kar raha hai
5864,5949,ooh so u were very lonely at times
5865,5950,ghar aake baaki ka kar lunga
5866,5951,utna storage afford nhi kar paate
5867,5952,kya kare gareeb log hai
5868,5953,vpn se humara bhi chalra but speed kam aari
5869,5954,chalra tumhare waha
5870,5956,which has a hostel
5871,5957,thats more of a noice school
5872,5958,thats not a kolej
5873,5959,sirf baarish hi ho jaati hai
5874,5960,lekin aacha kya hora hai yaha jo ki post karne layak ho
5875,5961,so saare social media sites available haai
5876,5962,bcz our college needs a lot of recognition
5877,5963,instagram chalta hai humare yaha
5878,5964,me trying to find out who the f asked
5879,5965,mereko ghar jaana hai
5880,5966,lawde ka iiit hai
5881,5967,mobile data
5882,5968,ye kya hai
5883,5969,sab restrict kardi
5884,5970,restrict kardi yaar in betichodo ne
5885,5971,for freshers
5886,5972,tumko kapde khud dhone padte hai
5887,5973,jaldi online karwao yaar pancho
5888,5974,yaha bilkul padhayi nhi ho paa rhi hai yaar
5889,5975,pancho kya karre ho
5890,5976,ooh tsunami
5891,5977,mereko java nhi padhna
5892,5978,humko bas ek project mila tha bahut bhayankar
5893,5979,python mein karwaya kya
5894,5980,rearrange the statements or words
5895,5981,kya aaya tha program likhne ko
5896,5982,i mean bana rahe hai
5897,5983,ye toh kuch jaada hi mast cheez bana di
5898,5984,ya phir pura hi kha jaata hai
5899,5985,it releases some enzymes from its vestibulevacuole inside the paramoecium  and then digests the food outside and takes the nutrients
5900,5986,that is called as phagocytosis
5901,5987,saala special kwiz daal diya
5902,5988,exam khatam ho gaye tab bhi prof ko chain nhi
5903,5989,bhai maine kuch nhi kiya
5904,5990,aur tuition fees bhi kam hogayi
5905,5991,bas haa hostel mess fees full refund hoagaya
5906,5992,disgusting cheeze nhi dekhta mai
5907,5993,shinchan dekhta hun
5908,5994,boring hai
5909,5995,ab mai jaa raha chota bheem dekhne
5910,5996,ho gaya sem khatam
5911,5997,google ne pure page ko translate kardiya
5912,5998,i really appreciate this
5913,5999,thanks bro
5914,6002,ye wala karde
5915,6006,iska negative
5916,6008,conjugate hi toh nhi karna aata hai
